Seconds,lpg2-27-L1,lpg2-27-L2,lpg2-27-C1,lpg2-27-P1,lpg2-27-P2,lpg2-02-L1,lpg2-02-L2,lpg2-02-C1,lpg2-02-P1,lpg2-02-P2,lpg2-08-L1,lpg2-08-L2,lpg2-08-C1,lpg2-08-P1,lpg2-08-P2,lpg2-10-L1,lpg2-10-L2,lpg2-10-C1,lpg2-10-P1,lpg2-10-P2,lpg2-28-L1,lpg2-28-L2,lpg2-28-C1,lpg2-28-P1,lpg2-28-P2,lpgs-27-L1,lpgs-27-L2,lpgs-27-C1,lpgs-27-P1,lpgs-27-P2,lpgs-02-L1,lpgs-02-L2,lpgs-02-C1,lpgs-02-P1,lpgs-02-P2,lpgs-08-L1,lpgs-08-L2,lpgs-08-C1,lpgs-08-P1,lpgs-08-P2,lpgs-10-L1,lpgs-10-L2,lpgs-10-C1,lpgs-10-P1,lpgs-10-P2,lpgs-28-L1,lpgs-28-L2,lpgs-28-C1,lpgs-28-P1,lpgs-28-P2
14100,-15605050.388,-12159776.811,20892987.157,20892987.527,20892986.637,,,,,,-15223354.509,-11862351.498,20745080.374,20745080.055,20745079.584,-14195585.741,-11061494.784,21446900.360,21446901.014,21446899.423,-19632249.877,-15297855.905,20530321.071,20530319.955,20530320.576,-17009543.462,-13254186.685,20892962.363,20892960.530,20892962.368,,,,,,-15608415.023,-12162398.932,20745055.943,20745053.293,20745055.183,-14959969.273,-11657118.216,21446877.680,21446876.088,21446876.959,-20227799.735,-15761921.011,20530302.507,20530298.626,20530301.696
14130,-15548859.811,-12115991.963,20903679.335,20903679.862,20903679.362,,,,,,-15199567.569,-11843816.212,20749606.540,20749606.564,20749605.955,-14216503.727,-11077794.519,21442919.955,21442921.086,21442919.174,-19695377.609,-15347046.340,20518307.582,20518307.317,20518307.315,-16953353.420,-13210402.248,20903655.559,20903652.963,20903655.225,,,,,,-15584628.681,-12143864.111,20749581.241,20749579.741,20749581.277,-14980887.695,-11673418.285,21442897.497,21442895.477,21442896.507,-20290928.161,-15811111.988,20518288.934,20518285.652,20518288.563
14160,-15492456.399,-12072041.250,20914412.846,20914413.485,20914412.172,,,,,,-15175562.680,-11825111.092,20754174.180,20754174.630,20754173.666,-14236815.176,-11093621.624,21439054.734,21439055.872,21439053.634,-19757960.167,-15395811.968,20506399.147,20506398.172,20506398.472,-16896954.182,-13166454.800,20914387.601,20914385.582,20914387.416,,,,,,-15560628.034,-12125162.296,20754148.709,20754146.915,20754148.388,-15001203.223,-11689248.575,21439031.026,21439029.532,21439030.931,-20353515.060,-15859880.999,20506378.979,20506375.693,20506378.698
14190,-15435853.827,-12027935.361,20925184.048,20925184.611,20925183.488,,,,,,-15151353.768,-11806246.994,20758780.517,20758781.462,20758780.263,-14256532.009,-11108985.389,21435302.388,21435303.469,21435301.633,-19820008.787,-15444161.540,20494591.345,20494590.478,20494591.090,-16840348.925,-13122346.811,20925159.339,20925156.951,20925159.130,,,,,,-15536416.502,-12106296.153,20758756.733,20758753.908,20758755.992,-15020917.275,-11704610.169,21435280.196,21435277.649,21435279.293,-20415561.156,-15908228.601,20494572.759,20494568.759,20494571.934
14220,-15379045.164,-11983668.879,20935994.881,20935995.120,20935994.110,,,,,,-15126933.930,-11787218.546,20763426.943,20763428.260,20763427.376,-14275645.486,-11123879.008,21431664.921,21431666.294,21431664.672,-19881513.483,-15492087.279,20482887.380,20482886.508,20482886.968,-16783533.876,-13078075.343,20935971.057,20935969.203,20935970.657,,,,,,-15511990.337,-12087262.775,20763404.823,20763402.198,20763404.357,-15040024.249,-11719498.727,21431644.125,21431642.047,21431643.087,-20477059.630,-15956149.488,20482869.683,20482866.017,20482869.008
14250,-15322024.998,-11939237.580,20946844.290,20946845.629,20946844.382,,,,,,-15102297.783,-11768021.536,20768116.067,20768116.216,20768115.503,-14294148.580,-11138296.998,21428143.663,21428144.957,21428143.624,-19942466.050,-15539582.787,20471288.725,20471287.683,20471288.025,-16726506.548,-13033638.466,20946822.923,20946820.525,20946822.548,,,,,,-15487347.095,-12068060.237,20768094.714,20768091.923,20768094.182,-15058520.086,-11733911.065,21428124.163,21428122.766,21428123.805,-20538005.206,-16003639.548,20471271.677,20471268.615,20471271.160
14280,-15264802.792,-11894648.849,20957734.672,20957734.078,20957733.970,,,,,,-15077454.972,-11748663.489,20772842.948,20772843.611,20772842.769,-14312049.083,-11152245.438,21424738.301,21424738.179,21424737.362,-20002873.215,-15586653.308,20459793.670,20459792.596,20459792.941,-16669290.181,-12989054.277,20957711.497,20957708.663,20957710.763,,,,,,-15462510.191,-12048706.794,20772820.119,20772818.152,20772819.940,-15076426.330,-11747863.971,21424717.144,21424715.082,21424716.684,-20598418.378,-16050714.746,20459775.917,20459772.391,20459775.330
14310,-15207384.826,-11849907.580,20968661.354,20968660.610,20968660.255,,,,,,-15052411.909,-11729149.395,20777608.293,20777609.141,20777608.093,-14329351.192,-11165727.603,21421444.491,21421446.117,21421444.237,-20062738.311,-15633301.437,20448401.519,20448400.582,20448400.920,-16611865.357,-12944307.671,20968638.922,20968636.004,20968638.016,,,,,,-15437460.338,-12029187.412,20777587.094,20777584.907,20777586.580,-15093721.491,-11761340.718,21421425.248,21421423.623,21421425.218,-20658276.796,-16097357.667,20448385.383,20448381.530,20448384.602
14340,-15149768.092,-11805011.417,20979624.157,20979624.878,20979623.986,,,,,,-15027165.301,-11709476.701,20782413.542,20782413.669,20782412.685,-14346050.175,-11178739.798,21418267.727,21418269.159,21418266.924,-20122055.422,-15679522.561,20437113.417,20437112.775,20437113.101,-16554248.314,-12899411.269,20979603.087,20979600.091,20979602.640,,,,,,-15412213.496,-12009514.533,20782391.425,20782389.238,20782391.057,-15110420.071,-11774352.592,21418248.154,21418246.180,21418247.561,-20717593.775,-16143578.686,20437097.790,20437093.821,20437097.163
14370,-15091947.404,-11759956.349,20990627.288,20990627.860,20990626.826,,,,,,-15001710.459,-11689641.747,20787257.280,20787257.583,20787256.671,-14362139.808,-11191277.177,21415207.101,21415207.197,21415205.600,-20180817.411,-15725311.120,20425931.574,20425931.099,20425931.170,-16496420.475,-12854350.625,20990606.533,20990605.234,20990606.414,,,,,,-15386751.559,-11989674.054,20787236.649,20787234.339,20787236.238,-15126502.458,-11786884.328,21415187.701,21415185.634,21415187.239,-20776348.785,-16189361.804,20425916.612,20425913.104,20425916.308
14400,-15033926.050,-11714744.909,21001668.271,21001668.772,21001667.766,,,,,,-14976050.681,-11669647.104,20792140.217,20792140.403,20792139.732,-14377621.616,-11203340.921,21412260.010,21412261.000,21412259.286,-20239024.586,-15770667.354,20414855.277,20414854.522,20414854.856,-16438399.258,-12809139.292,21001647.815,21001645.998,21001647.936,,,,,,-15361091.989,-11969679.569,20792119.404,20792117.058,20792119.134,-15141984.302,-11798948.102,21412241.634,21412239.754,21412240.883,-20834556.266,-16234718.281,20414839.801,20414836.541,20414839.476
14430,-14975705.323,-11669378.117,21012746.594,21012747.912,21012747.027,,,,,,-14950187.414,-11649493.904,20797062.299,20797062.066,20797061.123,-14392495.328,-11214930.825,21409430.837,21409429.895,21409429.733,-20296675.481,-15815590.116,20403884.615,20403883.626,20403884.075,-16380162.780,-12763760.225,21012729.374,21012728.210,21012729.261,,,,,,-15335213.033,-11949514.144,20797044.156,20797041.746,20797043.992,-15156842.161,-11810525.656,21409413.873,21409412.045,21409413.527,-20892191.581,-16279628.908,20403872.832,20403868.993,20403872.044
14460,-14917283.875,-11623854.917,21023865.072,21023865.638,21023864.439,,,,,,-14924119.202,-11629181.003,20802022.046,20802022.390,20802021.515,-14406757.894,-11226044.509,21406715.850,21406716.483,21406715.158,-20353766.140,-15860076.338,20393021.294,20393019.789,20393020.443,-16321740.562,-12718236.422,21023848.239,21023845.611,21023847.243,,,,,,-15309144.120,-11929200.695,20802005.015,20802002.517,20802004.385,-15171103.851,-11821638.661,21406699.857,21406698.683,21406699.471,-20949281.637,-16324114.659,20393008.438,20393005.070,20393008.091
14490,-14858666.714,-11578179.217,21035019.189,21035019.504,21035018.766,,,,,,-14897851.413,-11608712.587,20807020.252,20807020.997,20807019.915,-14420412.885,-11236684.765,21404117.488,21404117.986,21404116.500,-20410298.905,-15904127.833,20382263.368,20382261.965,20382262.542,-16263129.319,-12672565.331,21035001.038,21034998.606,21035000.399,,,,,,-15282882.323,-11908736.954,20807002.135,20806999.918,20807001.603,-15184764.673,-11832283.458,21404100.817,21404098.909,21404100.200,-21005820.502,-16368170.906,20382250.036,20382246.031,20382249.249
14520,-14799856.072,-11532352.742,21046211.718,21046210.838,21046210.698,,,,,,-14871386.185,-11588090.339,20812056.867,20812057.293,20812056.235,-14433461.076,-11246852.182,21401635.217,21401635.387,21401633.924,-20466273.694,-15947744.539,20371611.404,20371610.295,20371610.819,-16204323.848,-12626742.882,21046192.059,21046188.516,21046191.081,,,,,,-15256422.329,-11888118.782,20812036.985,20812035.431,20812036.596,-15197817.940,-11842454.830,21401616.743,21401615.054,21401616.382,-21061800.637,-16411791.779,20371597.192,20371593.376,20371596.588
14550,-14740854.347,-11486377.379,21057438.973,21057438.834,21057437.968,,,,,,-14844726.441,-11567316.507,20817129.762,20817130.386,20817129.510,-14445903.486,-11256547.563,21399266.984,21399267.308,21399266.061,-20521690.261,-15990926.270,20361065.870,20361064.868,20361065.094,-16145321.082,-12580766.718,21057419.240,21057416.488,21057419.019,,,,,,-15229761.619,-11867344.200,20817110.615,20817108.354,20817110.287,-15210259.215,-11852149.333,21399249.596,21399247.258,21399248.935,-21117216.350,-16454972.842,20361052.154,20361048.021,20361051.560
14580,-14681662.830,-11440254.122,21068702.381,21068702.338,21068701.845,,,,,,-14817873.183,-11546391.888,20822240.598,20822240.692,20822239.765,-14457740.085,-11265770.888,21397014.082,21397015.007,21397013.499,-20576547.325,-16033672.022,20350626.962,20350626.082,20350626.328,-16086124.161,-12534639.249,21068683.002,21068681.350,21068682.618,,,,,,-15202903.019,-11846415.418,20822222.574,20822219.181,20822221.771,-15222090.314,-11861368.365,21396998.009,21396995.901,21396997.429,-21172068.184,-16497714.520,20350613.883,20350610.130,20350613.183
14610,-14622278.201,-11393980.394,21080002.331,21080003.029,21080001.907,,,,,,-14790823.370,-11525314.114,20827387.786,20827387.925,20827386.964,-14468966.108,-11274518.433,21394877.939,21394878.426,21394877.322,-20630839.182,-16075977.348,20340295.457,20340294.526,20340294.850,-16026731.866,-12488359.553,21079986.004,21079983.472,21079985.699,,,,,,-15175845.616,-11825331.727,20827371.429,20827368.441,20827370.531,-15233308.585,-11870109.873,21394863.433,21394861.144,21394862.666,-21226352.561,-16540014.020,20340283.980,20340280.152,20340283.338
14640,-14562698.501,-11347554.658,21091340.579,21091340.495,21091340.124,,,,,,-14763574.873,-11504081.516,20832572.811,20832572.949,20832572.418,-14479578.108,-11282787.530,21392858.585,21392859.336,21392858.063,-20684561.400,-16117838.798,20330072.594,20330071.471,20330072.072,-15967151.531,-12441933.329,21091322.842,21091321.712,21091323.015,,,,,,-15148596.554,-11804098.690,20832556.427,20832553.521,20832555.777,-15243919.867,-11878378.407,21392844.029,21392841.679,21392843.243,-21280074.325,-16581875.121,20330060.551,20330056.990,20330060.256
14670,-14502930.663,-11300982.320,21102714.090,21102714.124,21102713.864,,,,,,-14736135.009,-11482699.788,20837795.003,20837794.704,20837794.169,-14489582.109,-11290582.853,21390955.400,21390955.249,21390954.526,-20737718.532,-16159259.931,20319957.080,20319956.146,20319956.495,-15907384.605,-12395361.690,21102696.742,21102695.086,21102696.535,,,,,,-15121157.658,-11782717.718,20837777.345,20837774.887,20837777.118,-15253924.673,-11886174.363,21390939.755,21390937.945,21390939.480,-21333232.540,-16623297.096,20319944.678,20319941.503,20319944.530
14700,-14442971.414,-11254260.823,21114123.221,21114123.696,21114122.982,,,,,,-14708500.087,-11461166.063,20843053.198,20843053.317,20843052.821,-14498973.302,-11297900.667,21389168.188,21389168.581,21389166.762,-20790304.861,-16200236.283,20309950.870,20309949.107,20309949.794,-15847429.256,-12348643.236,21114106.275,21114103.519,21114105.703,,,,,,-15093526.714,-11761187.085,20843035.499,20843033.091,20843035.141,-15263319.681,-11893495.148,21389152.487,21389150.425,21389151.905,-21385822.961,-16664276.632,20309937.422,20309933.995,20309937.112
14730,-14382824.074,-11207392.767,21125569.024,21125569.998,21125568.613,,,,,,-14680673.775,-11439483.201,20848348.502,20848348.727,20848347.675,-14507753.769,-11304742.591,21387496.142,21387497.355,21387495.660,-20842321.306,-16240768.567,20300051.804,20300050.904,20300051.331,-15787286.230,-12301778.535,21125550.650,21125548.430,21125550.052,,,,,,-15065704.780,-11739507.636,20848330.402,20848327.292,20848329.499,-15272104.375,-11900340.362,21387481.468,21387478.840,21387480.330,-21437843.899,-16704812.419,20300038.675,20300034.587,20300037.965
14760,-14322501.992,-11160388.546,21137048.040,21137047.838,21137047.435,,,,,,-14652669.388,-11417661.588,20853677.132,20853678.001,20853676.605,-14515935.824,-11311118.215,21385939.941,21385940.549,21385939.295,-20893778.777,-16280865.289,20290260.056,20290258.812,20290259.269,-15726956.019,-12254767.997,21137030.439,21137028.725,21137030.632,,,,,,-15037692.338,-11717679.747,20853660.101,20853657.798,20853659.775,-15280278.206,-11906709.589,21385925.417,21385923.146,21385924.767,-21489293.437,-16744902.958,20290248.722,20290244.249,20290247.698
14790,-14261989.528,-11113235.981,21148563.920,21148563.365,21148563.202,,,,,,-14624471.733,-11395689.374,20859043.156,20859043.529,20859042.260,-14523502.721,-11317014.505,21384499.623,21384500.499,21384499.146,-20944659.549,-16320512.638,20280577.406,20280576.365,20280577.045,-15666439.635,-12207612.369,21148547.781,21148544.420,21148546.731,,,,,,-15009490.834,-11695704.530,20859026.999,20859024.300,20859026.304,-15287841.101,-11912602.749,21384485.751,21384484.242,21384485.716,-21540170.469,-16784547.395,20280565.842,20280562.479,20280565.647
14820,-14201285.877,-11065934.425,21160114.897,21160114.984,21160114.629,,,,,,-14596080.061,-11373565.983,20864445.799,20864446.310,20864445.397,-14530452.510,-11322429.925,21383176.570,21383178.421,21383176.750,-20994960.669,-16359708.314,20271005.261,20271004.251,20271004.799,-15605733.069,-12160308.542,21160100.398,21160096.776,21160099.507,,,,,,-14981096.312,-11673578.920,20864430.558,20864427.737,20864430.003,-15294787.877,-11918015.822,21383163.604,21383162.482,21383163.277,-21590468.857,-16823740.940,20270994.875,20270990.981,20270994.342
14850,-14140398.289,-11018489.551,21171700.925,21171701.744,21171700.837,,,,,,-14567501.696,-11351297.117,20869884.523,20869884.808,20869883.795,-14536791.078,-11327369.070,21381970.712,21381971.811,21381970.270,-21044687.073,-16398456.157,20261542.667,20261542.050,20261542.492,-15544852.980,-12112869.511,21171683.650,21171682.217,21171683.601,,,,,,-14952525.508,-11651315.950,20869867.950,20869864.780,20869867.325,-15301133.850,-11922960.737,21381956.313,21381954.513,21381955.722,-21640202.940,-16862494.771,20261530.563,20261527.001,20261530.195
14880,-14079332.278,-10970905.643,21183321.572,21183322.184,21183321.098,,,,,,-14538742.448,-11328887.309,20875356.785,20875357.338,20875356.290,-14542523.150,-11331835.621,21380880.420,21380881.305,21380879.789,-21093842.077,-16436758.748,20252189.217,20252188.107,20252188.386,-15483791.197,-12065288.901,21183303.493,21183301.735,21183303.633,,,,,,-14923770.556,-11628909.489,20875339.070,20875336.536,20875338.668,-15306870.064,-11927430.516,21380864.514,21380863.143,21380864.305,-21689362.362,-16900800.801,20252175.864,20252172.380,20252175.365
14910,-14018079.922,-10923176.535,21194977.837,21194978.133,21194976.912,,,,,,-14509794.414,-11306330.399,20880865.064,20880866.051,20880864.970,-14547639.746,-11335822.576,21379906.390,21379907.208,21379905.593,-21142415.657,-16474608.284,20242945.912,20242944.688,20242945.286,-15422543.181,-12017563.178,21194959.603,21194956.922,21194958.509,,,,,,-14894826.937,-11606356.016,20880846.626,20880844.286,20880845.936,-15311990.917,-11931420.789,21379890.972,21379888.550,21379889.882,-21737940.479,-16938653.870,20242931.855,20242928.340,20242931.427
14940,-13956649.778,-10875308.883,21206667.429,21206667.995,21206667.324,,,,,,-14480665.928,-11283632.876,20886409.061,20886409.065,20886408.260,-14552148.413,-11339335.824,21379048.812,21379049.664,21379047.783,-21190413.917,-16512009.514,20233812.095,20233810.899,20233811.589,-15361099.972,-11969685.348,21206651.011,21206648.543,21206650.629,,,,,,-14865685.458,-11583648.371,20886391.976,20886389.631,20886391.528,-15316486.436,-11934923.792,21379035.654,21379032.929,21379034.808,-21785925.865,-16976045.070,20233800.857,20233796.831,20233799.955
14970,-13895046.231,-10827306.129,21218389.981,21218390.878,21218389.949,,,,,,-14451361.888,-11260798.562,20891985.728,20891985.574,20891984.609,-14556052.738,-11342378.152,21378305.501,21378306.746,21378305.107,-21237839.143,-16548964.228,20224786.648,20224786.117,20224786.337,-15299489.011,-11921676.806,21218375.773,21218372.800,21218375.155,,,,,,-14836374.056,-11560808.317,20891970.003,20891967.390,20891969.531,-15320383.243,-11937960.267,21378293.512,21378291.407,21378292.905,-21833343.856,-17012994.145,20224776.630,20224773.533,20224776.546
15000,-13833250.306,-10779153.467,21230149.374,21230149.985,21230149.181,,,,,,-14421863.091,-11237812.488,20897598.095,20897598.870,20897597.976,-14559332.456,-11344933.781,21377681.044,21377682.965,21377680.539,-21284670.368,-16585456.086,20215874.642,20215874.420,20215874.623,-15237697.652,-11873527.712,21230133.966,21230131.563,21230133.478,,,,,,-14806879.898,-11537825.860,20897582.500,20897579.923,20897582.258,-15323667.451,-11940519.394,21377668.274,21377666.525,21377668.270,-21880179.847,-17049489.716,20215864.151,20215860.781,20215863.946
15030,-13771280.697,-10730865.467,21241941.780,21241942.654,21241941.191,,,,,,-14392188.219,-11214689.207,20903245.059,20903245.450,20903244.983,-14562005.720,-11347016.846,21377173.318,21377173.690,21377172.268,-21330924.172,-16621498.010,20207073.533,20207072.622,20207072.984,-15175728.814,-11825240.309,21241926.623,21241923.697,21241926.325,,,,,,-14777205.856,-11514703.233,20903229.623,20903226.967,20903228.961,-15326341.394,-11942602.989,21377160.492,21377157.475,21377159.498,-21926434.610,-17085532.383,20207062.785,20207058.929,20207062.102
15060,-13709137.824,-10682442.459,21253767.109,21253768.006,21253766.984,,,,,,-14362337.985,-11191429.289,20908925.288,20908925.973,20908924.687,-14564072.078,-11348627.006,21376779.514,21376780.360,21376778.609,-21376599.141,-16657088.891,20198382.435,20198381.003,20198381.581,-15113585.687,-11776817.086,21253752.277,21253749.414,21253751.875,,,,,,-14747355.431,-11491443.163,20908909.862,20908907.318,20908909.383,-15328407.407,-11944212.865,21376766.630,21376764.468,21376766.078,-21972109.509,-17121123.211,20198371.105,20198367.105,20198370.327
15090,-13646824.099,-10633886.317,21265626.188,21265625.727,21265625.320,,,,,,-14332315.406,-11168035.074,20914637.874,20914639.115,20914637.815,-14565533.364,-11349765.672,21376501.244,21376502.063,21376500.988,-21421695.813,-16692229.148,20189800.442,20189799.351,20189799.941,-15051272.059,-11728261.037,21265609.224,21265607.369,21265609.002,,,,,,-14717333.021,-11468049.079,20914622.760,20914620.354,20914622.249,-15329868.707,-11945351.553,21376488.452,21376486.259,21376487.966,-22017206.476,-17156263.698,20189789.691,20189785.430,20189789.074
15120,-13584334.475,-10585193.099,21277516.853,21277516.552,21277516.250,,,,,,-14302115.044,-11144502.326,20920385.410,20920385.673,20920385.138,-14566383.151,-11350427.845,21376339.995,21376340.770,21376339.219,-21466206.809,-16726913.037,20181329.682,20181329.200,20181329.508,-14988779.419,-11679565.463,21277501.703,21277498.938,21277501.001,,,,,,-14687129.706,-11444514.029,20920370.029,20920367.899,20920369.727,-15330715.386,-11946011.301,21376327.296,21376325.325,21376326.564,-22061714.650,-17190945.386,20181319.979,20181315.936,20181319.351
15150,-13521667.238,-10536361.486,21289441.425,21289442.440,21289441.125,,,,,,-14271735.333,-11120829.829,20926166.500,20926167.029,20926166.318,-14566618.982,-11350611.607,21376294.515,21376295.885,21376293.895,-21510128.576,-16761137.782,20172971.897,20172971.088,20172971.502,-14926108.802,-11630731.209,21289427.581,21289425.023,21289427.243,,,,,,-14656746.678,-11420838.948,20926152.353,20926149.572,20926151.540,-15330947.749,-11946192.362,21376282.715,21376281.176,21376282.056,-22105633.227,-17225167.649,20172962.292,20172958.332,20172961.731
15180,-13458816.938,-10487387.223,21301401.702,21301402.072,21301401.314,,,,,,-14241170.970,-11097013.445,20931983.161,20931983.309,20931982.387,-14566234.757,-11350312.207,21376368.469,21376368.977,21376367.317,-21553453.613,-16794897.546,20164727.664,20164726.611,20164726.926,-14863263.407,-11581760.780,21301385.884,21301384.575,21301385.974,,,,,,-14626187.297,-11397026.448,20931967.208,20931965.139,20931966.850,-15330568.342,-11945896.726,21376354.658,21376353.850,21376354.643,-22148963.368,-17258931.392,20164716.526,20164712.802,20164716.233
15210,-13395804.077,-10438286.296,21313392.568,21313393.163,21313392.627,,,,,,-14210442.622,-11073069.273,20937829.890,20937830.462,20937829.629,-14565250.604,-11349545.340,21376554.966,21376556.337,21376554.624,-21596200.950,-16828207.154,20156592.867,20156591.898,20156592.505,-14800255.569,-11532663.774,21313377.107,21313374.060,21313376.896,,,,,,-14595464.038,-11373086.238,20937814.149,20937811.496,20937813.186,-15329589.141,-11945133.716,21376542.092,21376539.662,21376541.036,-22191715.926,-17292245.069,20156581.248,20156577.379,20156580.704
15240,-13332620.589,-10389052.411,21325415.875,21325416.239,21325415.885,,,,,,-14179542.414,-11048991.190,20943709.824,20943710.598,20943709.694,-14563657.882,-11348304.258,21376858.301,21376859.195,21376857.689,-21638360.389,-16861058.649,20148569.854,20148569.360,20148569.892,-14737084.811,-11483439.797,21325398.251,21325395.265,21325397.426,,,,,,-14564576.620,-11349018.118,20943690.859,20943689.017,20943690.762,-15328009.054,-11943902.476,21376842.481,21376840.353,21376841.958,-22233888.278,-17325106.624,20148556.065,20148552.336,20148555.455
15270,-13269266.243,-10339685.407,21337471.979,21337472.709,21337471.355,,,,,,-14148470.128,-11024779.017,20949623.304,20949623.557,20949622.839,-14561455.684,-11346588.267,21377277.382,21377278.578,21377277.061,-21679930.089,-16893450.612,20140659.774,20140658.539,20140659.435,-14673727.356,-11434070.371,21337453.860,21337451.831,21337453.651,,,,,,-14533501.278,-11324803.570,20949604.565,20949602.274,20949604.042,-15325803.654,-11942183.985,21377261.446,21377260.370,21377261.039,-22275455.058,-17357496.310,20140646.290,20140642.475,20140645.342
15300,-13205746.103,-10290189.196,21349559.572,21349560.263,21349559.347,,,,,,-14117231.066,-11000436.891,20955567.000,20955568.081,20955567.006,-14558648.104,-11344400.542,21377812.067,21377812.707,21377811.510,-21720912.956,-16925385.302,20132861.806,20132860.068,20132860.814,-14610218.432,-11384582.910,21349539.713,21349536.439,21349539.144,,,,,,-14502273.515,-11300470.252,20955546.982,20955545.054,20955546.344,-15323007.215,-11940004.942,21377794.248,21377792.409,21377793.511,-22316449.356,-17389439.906,20132844.744,20132841.621,20132844.541
15330,-13142047.403,-10240553.853,21361681.041,21361682.308,21361680.421,,,,,,-14085811.984,-10975954.495,20961546.965,20961546.962,20961546.085,-14555222.013,-11341730.859,21378463.551,21378464.744,21378463.205,-21761294.400,-16956851.357,20125177.110,20125175.795,20125176.360,-14546521.548,-11334948.970,21361660.343,21361658.114,21361659.851,,,,,,-14470856.309,-11275989.311,20961525.439,20961523.740,20961524.956,-15319582.860,-11937336.605,21378446.044,21378443.824,21378445.228,-22356832.811,-17420907.528,20125160.705,20125156.666,20125160.121
15360,-13078193.353,-10190797.460,21373832.149,21373832.443,21373831.840,,,,,,-14054236.635,-10951350.328,20967554.656,20967555.796,20967554.420,-14551200.305,-11338597.062,21379228.389,21379229.665,21379227.893,-21801096.798,-16987866.210,20117602.181,20117601.745,20117602.084,-14482658.326,-11285185.429,21373812.986,21373811.362,21373812.621,,,,,,-14439271.848,-11251378.043,20967535.707,20967533.532,20967535.437,-15315551.891,-11934195.596,21379213.068,21379210.651,21379212.143,-22396626.227,-17451915.386,20117587.995,20117584.254,20117587.560
15390,-13014168.456,-10140907.927,21386015.443,21386015.898,21386015.135,,,,,,-14022489.661,-10926612.428,20973596.137,20973596.829,20973595.880,-14546567.069,-11334986.744,21380109.909,21380111.247,21380109.771,-21840302.453,-17018416.067,20110141.671,20110141.308,20110141.220,-14418620.117,-11235285.535,21385999.668,21385996.810,21385999.053,,,,,,-14407511.652,-11226629.835,20973579.429,20973577.670,20973579.143,-15310905.279,-11930574.865,21380097.849,21380094.868,21380096.759,-22435818.790,-17482455.042,20110130.157,20110126.124,20110129.411
15420,-12949974.274,-10090886.495,21398231.644,21398231.977,21398231.277,,,,,,-13990572.660,-10901742.042,20979670.274,20979670.485,20979669.547,-14541323.260,-11330900.667,21381108.674,21381108.864,21381107.850,-21878911.173,-17048500.780,20102795.129,20102794.131,20102794.454,-14354426.042,-11185264.177,21398214.542,21398213.188,21398214.443,,,,,,-14375594.807,-11201759.567,20979653.475,20979650.972,20979652.842,-15305661.483,-11926488.789,21381095.424,21381092.823,21381094.530,-22474427.796,-17512539.978,20102782.915,20102779.032,20102782.459
15450,-12885609.157,-10040731.861,21410479.825,21410480.090,21410478.983,,,,,,-13958484.022,-10876737.902,20985776.070,20985776.770,20985775.549,-14535466.496,-11326336.960,21382223.588,21382224.115,21382222.497,-21916919.479,-17078117.640,20095562.095,20095561.294,20095561.952,-14290056.650,-11135106.222,21410463.194,21410461.939,21410462.902,,,,,,-14343501.954,-11176752.151,20985760.904,20985758.010,20985760.188,-15299800.360,-11921921.686,21382210.041,21382208.364,21382209.700,-22512432.033,-17542153.663,20095551.130,20095546.840,20095550.330
15480,-12821082.273,-9990451.184,21422758.261,21422758.823,21422758.212,,,,,,-13926232.949,-10851607.191,20991913.093,20991913.818,20991912.741,-14529005.802,-11321302.653,21383452.235,21383453.628,21383451.886,-21954335.270,-17107272.799,20088442.575,20088441.322,20088441.929,-14225522.359,-11084819.762,21422745.973,21422742.471,21422745.073,,,,,,-14311243.544,-11151615.727,20991899.729,20991896.514,20991898.605,-15293332.184,-11916881.545,21383441.401,21383439.215,21383440.593,-22549840.623,-17571303.212,20088431.716,20088428.301,20088431.497
15510,-12756381.000,-9940034.617,21435071.494,21435071.365,21435070.575,,,,,,-13893807.363,-10826340.499,20998084.629,20998084.355,20998083.712,-14521928.469,-11315787.847,21384799.494,21384800.190,21384798.797,-21991144.300,-17135955.158,20081437.462,20081436.773,20081437.265,-14160830.235,-11034410.324,21435054.553,21435052.976,21435054.919,,,,,,-14278827.155,-11126356.207,20998067.127,20998065.304,20998066.718,-15286263.903,-11911373.799,21384785.769,21384784.249,21384785.271,-22586658.992,-17599992.844,20081425.741,20081422.278,20081425.339
15540,-12691523.353,-9889496.189,21447412.621,21447412.876,21447412.511,,,,,,-13861225.478,-10800952.028,21004284.408,21004284.571,21004283.456,-14514252.422,-11309806.521,21386259.914,21386260.694,21386259.273,-22027363.403,-17164177.834,20074545.366,20074544.397,20074545.085,-14095978.189,-10983876.268,21447396.332,21447394.028,21447395.723,,,,,,-14246250.946,-11100972.150,21004265.996,21004264.186,21004265.587,-15278593.381,-11905396.770,21386245.749,21386243.591,21386245.258,-22622883.900,-17628220.040,20074532.680,20074528.933,20074532.047
15570,-12626509.857,-9838836.317,21459784.170,21459784.373,21459784.224,,,,,,-13828487.642,-10775442.030,21010513.782,21010514.365,21010513.400,-14505977.616,-11303358.620,21387834.233,21387835.064,21387833.806,-22062991.325,-17191939.850,20067766.055,20067764.815,20067765.426,-14030972.581,-10933222.548,21459766.134,21459763.749,21459766.008,,,,,,-14213521.071,-11075468.352,21010494.791,21010492.267,21010494.318,-15270326.396,-11898954.959,21387819.035,21387816.983,21387818.614,-22658519.914,-17655988.368,20067750.733,20067747.617,20067750.745
